Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9
812,494,392,984,490,803,133,501,638,553
306,164,682,883,391,825,638,17,567,317
380,778,841,981,589,423,951,178,830,422
975,262,872,184,500,53,839,310,539,67
289,797,940,905,372,613,618,340,183,94
729,989,79,729,770,191,361,653,878,73
740,977,861,227,778,657,429,446,548,306
830,14,240,367,25,207,46,971,897,845
91,392,249,917,921,88,61,500,379,350
939,460,557,787,422,672,205,866,244,282
112,79,622,749,214,920,397,653,329,250
811,159,367,913,227,167,694,305,746,110
222,698,366,892,840,274,127,401,244,960
622,706,940,805,194,545,727,415,553,122
242,736,294,354,150,763,51,412,498,869
499,706,475,607,613,964,513,804,358,939
602,635,318,264,563,129,570,989,486,677
863,42,764,939,125,302,538,113,249,847
453,885,79,362,908,769,483,313,273,636
708,96,269,763,485,836,919,622,334,847
133,703,141,631,404,567,622,468,258,153
904,942,708,617,814,852,116,800,108,476
784,336,244,644,876,366,718,85,183,466
550,29,165,382,350,376,249,931,394,887
404,117,150,594,594,114,953,729,947,114
627,577,744,359,528,790,393,346,380,570
54,334,641,934,757,722,886,549,704,106
959,811,23,569,860,242,973,703,694,863
896,775,67,648,900,384,608,813,769,757
591,789,430,811,935,484,683,461,459,928
781,416,716,503,400,377,948,275,594,793
695,813,726,886,835,73,266,482,486,250
464,621,711,430,302,569,993,665,781,675
286,731,366,442,529,128,932,640,801,440
295,930,242,237,469,508,699,886,32,896
510,995,283,993,919,46,851,15,330,158
663,676,115,156,970,513,563,16,959,613
82,905,508,653,659,973,177,435,84,104
921,428,572,531,65,581,487,584,604,161
711,786,261,535,322,286,599,623,989,427
554,733,432,100,276,147,958,755,96,86
551,976,521,965,480,693,570,667,155,54
363,365,199,676,559,336,773,796,918,513
525,454,523,25,667,476,410,161,362,923
77,157,908,109,785,844,664,15,137,975
482,238,834,752,67,892,243,679,97,248
727,20,668,226,543,630,364,529,555,353
283,430,952,855,578,626,147,629,771,762
533,220,671,403,955,73,456,931,680,555
936,248,297,917,170,897,498,965,366,583
91,912,421,39,445,976,864,468,694,889
903,313,710,274,421,213,142,540,768,521
889,623,296,286,349,404,694,157,974,218
533,428,790,691,257,966,409,617,145,667
198,51,625,386,450,727,766,273,744,349
974,973,574,872,952,405,297,445,467,722
565,607,124,489,373,231,998,776,588,95
602,634,575,119,195,598,510,871,989,232
187,552,188,288,20,939,894,878,485,780
104,464,917,503,523,386,253,848,581,506
623,481,253,129,891,994,134,621,856,961
27,14,833,99,990,562,913,945,462,570
403,78,156,328,40,326,641,134,137,819
890,281,306,713,561,670,174,449,289,862
374,803,877,844,35,677,626,473,268,473
911,158,29,769,881,60,611,525,419,656
515,269,724,312,143,177,324,517,870,854
335,863,757,728,196,742,816,105,468,243
144,656,703,962,245,480,512,459,984,374
742,653,267,619,160,742,517,235,732,367
583,822,210,966,129,355,489,463,13,410
893,413,54,450,661,549,626,19,200,704
756,776,136,736,613,147,721,878,566,908
512,656,50,963,570,158,804,138,529,573
636,521,95,561,542,78,996,750,28,119
302,615,824,120,495,25,546,557,149,67
586,673,499,721,567,895,866,56,423,590
543,48,17,766,699,501,932,573,86,887
183,718,655,927,417,761,364,879,270,821
531,565,214,594,913,998,540,354,51,768
290,292,376,448,490,234,54,207,588,433
99,591,915,610,358,235,400,799,887,288
977,536,556,58,541,288,121,805,249,23
338,659,203,454,355,324,793,235,956,737
714,118,300,298,345,107,343,356,162,98
598,873,995,625,459,146,851,644,259,487
871,207,974,46,339,813,431,680,275,344
71,574,989,173,700,556,991,31,280,828
925,832,195,684,326,820,874,686,327,903
276,129,308,250,806,95,143,854,954,767
751,40,745,492,431,231,523,404,49,904
722,248,344,593,86,900,799,455,502,476
162,836,528,155,62,807,584,417,381,177
712,492,102,675,475,678,280,393,304,315
119,226,161,145,338,121,465,525,345,67
633,218,48,269,623,563,134,134,678,698
42,785,376,313,212,356,612,634,966,64
377,914,604,260,870,66,943,359,486,978
112,746,953,128,283,370,412,941,257,356
678,53,727,858,353,236,866,673,487,937
362,361,879,217,261,40,125,422,254,166
238,111,239,148,677,431,377,451,469,425
729,426,723,553,485,39,471,422,238,57
144,215,121,640,137,265,836,543,61,901
888,88,942,439,100,349,690,132,597,912
386,230,645,508,524,169,102,785,560,240
925,170,17,967,974,296,137,813,908,638
112,967,313,214,288,881,985,569,492,672
265,599,692,880,268,837,360,817,487,913
729,845,629,728,338,404,535,864,551,490
428,421,408,197,969,320,765,980,52,661
296,58,748,69,968,600,107,180,94,881
219,995,558,996,554,815,694,623,202,996
460,359,908,202,746,997,70,651,747,15
771,383,399,400,986,884,363,749,679,780
364,606,837,425,340,605,665,309,318,807
234,176,73,624,761,927,614,377,474,487
89,125,478,695,502,17,387,940,893,445
439,237,717,423,522,232,746,504,903,689
509,391,197,800,362,88,809,899,38,163
521,835,741,421,951,464,95,781,264,743
929,100,625,829,16,975,786,707,90,88
412,956,52,925,119,336,127,767,666,809
35,58,114,147,787,917,33,176,946,781
715,859,756,168,302,482,519,912,800,429
672,883,187,536,640,866,460,966,881,49
184,610,675,412,879,523,548,922,843,28
574,93,219,608,776,688,293,692,106,340
115,235,73,139,98,818,717,288,525,976
400,915,554,837,197,446,12,785,980,607
889,882,94,115,416,610,800,928,539,673
343,696,154,43,136,930,407,923,457,546
554,88,339,753,337,773,126,628,395,929
593,422,930,416,56,118,574,257,353,261
228,303,310,975,697,147,453,617,467,144
793,908,901,483,472,130,44,419,136,952
524,74,707,413,38,514,424,55,364,800
77,66,151,500,552,772,210,255,736,890
86,881,428,860,946,203,838,798,833,739
424,420,662,144,799,583,845,139,366,161
218,918,557,176,142,260,63,430,68,133
201,697,508,716,225,894,864,719,380,50
195,14,861,935,882,47,971,906,19,941
494,838,166,205,695,103,644,192,456,228
576,980,875,71,27,520,467,405,635,194
327,324,928,542,56,54,732,164,373,175
819,614,546,51,615,70,623,449,663,799
184,689,462,299,540,26,718,417,825,417
400,744,969,909,237,96,686,163,318,58
691,746,789,388,287,970,828,594,348,123
670,590,687,761,687,634,548,692,288,859
328,353,705,759,585,516,799,160,339,423
296,327,644,364,44,555,401,486,691,559
800,331,668,659,480,108,581,919,716,983
422,896,693,690,95,98,539,901,99,193
780,982,223,317,663,356,361,392,247,558
397,379,686,817,603,587,258,482,242,551
834,309,695,587,867,426,865,618,511,399
985,713,484,989,713,712,522,964,970,13
187,658,786,146,636,724,507,921,536,247
232,42,92,963,678,855,666,808,388,443
375,718,652,113,101,53,585,60,984,239
107,127,223,477,275,167,785,877,498,577
392,11,418,863,733,284,978,375,264,275
736,447,719,704,293,287,409,210,927,32
338,254,183,361,797,190,443,929,352,497
91,866,966,575,35,446,426,738,366,766
932,353,79,907,688,853,934,633,113,13
107,364,640,650,371,478,680,328,410,654
92,418,474,35,719,346,77,162,153,253
892,612,609,789,141,782,672,917,517,243
464,934,895,640,680,220,985,240,744,405
764,579,100,341,411,402,232,297,178,927
403,703,113,53,175,767,54,584,902,579
808,804,815,433,131,320,489,804,22,610
961,847,421,787,614,312,655,31,412,169
510,926,429,221,689,573,113,846,541,104
682,387,487,736,925,245,862,104,622,669
401,882,270,849,657,416,847,605,901,716
737,305,189,514,890,394,27,179,134,867
375,264,440,307,993,703,21,35,596,353
972,840,529,868,606,723,39,414,691,280
721,698,63,249,357,155,210,148,779,272
994,378,182,916,724,541,235,723,863,565
857,254,397,744,859,78,774,349,442,912
290,901,534,55,968,319,456,700,175,400
904,110,688,747,48,58,505,534,682,315
855,170,354,317,77,194,868,746,367,676
936,283,435,783,935,423,98,308,244,926
518,11,235,343,818,561,950,231,105,631
761,202,973,456,127,381,391,236,214,756
118,439,725,561,25,824,447,537,551,533
566,154,384,931,932,732,975,953,510,745
662,148,648,517,703,112,687,527,459,694
650,457,525,56,790,57,76,688,719,528
807,333,980,368,997,476,757,56,804,648
272,320,192,470,832,289,881,277,241,346
45,216,336,316,231,320,573,835,194,260
548,842,510,250,527,172,353,585,656,954
164,152,176,767,623,608,382,958,846,729
240,169,56,665,216,481,199,894,398,582
820,428,869,570,377,974,380,36,672,237
314,824,762,841,714,655,464,434,812,791
847,611,562,821,524,128,39,885,171,145
449,738,646,975,986,806,376,440,482,862
395,820,182,179,507,242,327,221,420,29
910,860,824,580,768,418,647,789,170,116
985,954,187,605,265,276,336,660,705,925
864,822,867,906,803,598,193,794,837,449
712,723,429,66,403,244,952,613,860,423
997,217,298,347,945,779,913,836,701,348
851,983,751,872,416,162,739,545,704,913
158,83,162,909,316,923,394,300,169,905
469,211,604,724,398,139,570,720,572,625
220,647,436,468,620,47,807,515,661,246
783,87,614,622,655,894,219,994,618,966
316,894,386,212,819,10,348,831,543,913
226,109,882,586,895,547,369,676,257,532
745,92,283,494,591,352,871,684,25,406
499,88,30,168,729,475,506,111,849,990
373,722,203,165,571,199,640,486,672,361
883,414,451,764,826,489,718,348,363,709
521,474,677,529,683,630,230,241,522,145
630,141,552,788,820,887,981,533,15,273
365,158,450,821,435,851,619,766,983,297
740,158,30,19,523,157,627,504,616,557
559,279,966,930,782,504,191,852,970,490
15,671,827,688,741,52,629,764,784,119
155,590,705,678,618,26,63,439,70,441
418,208,622,169,635,465,332,92,424,163
121,407,205,615,885,103,387,572,459,126
70,641,480,57,166,785,37,578,79,452
467,141,280,351,830,634,945,65,464,118
139,876,316,973,245,704,372,794,886,191
743,757,893,592,466,276,974,685,682,46
394,360,333,608,740,471,518,126,897,997
945,77,462,238,281,248,550,84,686,661
416,956,691,761,830,452,656,886,587,278
32,489,328,502,829,362,864,514,877,319
591,517,985,91,476,199,663,947,95,231
692,506,760,838,892,928,823,293,339,460
877,218,368,867,281,377,953,198,140,466
458,361,666,150,521,289,265,705,35,248
109,366,489,844,701,127,887,519,562,87
967,382,728,845,589,303,527,815,833,428
629,778,239,360,402,159,287,292,359,538
708,724,772,577,806,767,770,72,627,547
185,601,722,383,707,638,953,493,298,708
535,300,335,387,105,586,842,831,361,790
278,148,294,401,396,378,372,519,727,594
306,255,555,417,651,117,527,748,586,139
341,701,805,710,431,961,957,299,202,143
71,726,871,328,684,962,65,961,997,472
906,435,360,290,780,456,992,667,994,110
409,410,753,69,956,127,110,782,468,486
472,924,98,995,85,722,372,796,429,531
253,647,509,734,685,750,402,494,85,931
763,849,876,459,80,689,541,357,16,374
637,752,974,56,577,247,603,489,43,281
706,422,66,959,485,624,199,858,903,288
750,472,216,788,145,147,455,733,356,485
280,179,558,291,219,515,31,845,706,832
178,216,437,421,890,608,916,781,555,385
878,17,389,245,177,17,92,565,680,513
291,239,477,367,872,307,51,622,609,180
146,392,649,559,125,123,900,772,511,231
569,400,579,626,564,641,425,784,71,423
415,541,81,954,604,365,83,86,685,539
808,217,903,554,752,860,16,727,844,677
19,71,22,453,53,749,774,238,493,35
294,747,108,477,997,535,895,105,996,45
100,339,733,458,697,594,384,92,459,483
20,231,988,563,177,949,528,959,329,485
307,617,808,418,17,484,160,343,728,796
415,729,486,427,806,403,853,248,214,478
979,704,22,68,914,709,489,572,46,430
606,145,907,191,581,591,790,388,884,591
172,349,135,505,78,366,861,971,248,219
749,62,696,759,540,477,808,99,373,87
63,344,276,167,284,77,146,146,322,956
412,980,806,116,699,45,828,128,358,214
437,597,812,601,929,125,994,885,835,701
503,110,400,79,428,312,156,41,153,36
157,407,747,486,997,173,630,17,471,219
498,691,620,344,340,363,881,493,947,747
782,367,131,387,334,177,656,956,504,782
851,791,737,91,589,440,371,580,358,403
714,608,29,420,573,100,582,332,496,609
58,411,450,285,751,446,790,545,187,103
201,342,677,848,730,949,10,440,549,112
983,653,817,783,914,491,842,376,284,371
421,163,729,146,472,933,846,292,759,311
415,166,289,332,979,365,34,885,518,985
571,689,651,177,282,927,227,153,36,689
605,249,687,203,705,567,22,813,705,537
317,557,93,485,802,962,399,155,524,600
844,727,602,305,563,456,330,598,26,464
149,523,882,90,465,681,711,869,169,905
55,365,860,541,719,560,883,675,561,445
693,543,589,306,209,744,615,737,774,92
692,92,141,130,512,44,342,424,978,404
522,749,917,624,147,276,784,238,561,82
769,241,192,361,151,761,535,93,216,276
648,338,876,181,739,371,560,568,226,642
950,38,693,127,393,513,206,423,912,351
73,255,56,150,277,526,372,48,49,454
756,844,100,587,80,10,751,712,739,813
69,805,816,389,481,480,406,965,854,437
634,170,534,740,725,649,463,509,968,938
506,857,866,958,26,429,709,172,342,77
206,919,904,716,185,851,482,87,511,948
134,564,708,881,841,797,806,935,814,492
444,301,783,269,867,761,179,474,614,382
410,66,779,184,961,199,177,690,329,787
956,861,505,657,310,234,742,404,420,208
151,294,435,985,439,309,988,756,472,699
863,794,77,31,895,600,373,779,470,113
592,457,820,440,792,370,301,504,711,26
98,860,512,806,664,215,751,786,920,102
848,539,813,864,460,310,238,996,218,359
453,732,301,765,984,84,206,388,37,87
658,278,614,132,924,167,887,807,125,372
970,646,317,85,309,578,702,926,567,550
333,722,838,389,131,748,417,389,13,554
508,351,618,705,790,500,63,403,917,648
718,928,644,44,580,984,833,57,878,687
600,909,733,118,396,472,319,836,601,432
84,908,650,415,385,569,485,409,54,146
291,358,124,861,578,323,153,743,519,743
731,633,182,109,59,771,337,281,53,608
866,539,533,78,248,682,686,944,746,422
77,637,274,621,513,516,969,541,669,416
532,257,625,633,355,56,208,586,923,420
342,101,538,995,434,961,87,725,293,210
856,781,733,408,149,341,19,532,541,148
155,17,521,789,377,713,362,308,831,290
427,273,59,427,527,76,962,951,739,974
258,299,569,230,103,578,475,340,290,338
122,807,524,395,989,158,724,962,547,879
751,754,527,788,733,203,192,511,844,210
417,322,840,488,56,639,842,446,678,709
343,653,18,331,835,111,654,114,123,922
769,436,718,283,335,283,805,78,758,433
929,212,262,823,267,134,282,967,788,775
524,313,39,567,842,667,927,16,721,489
994,198,346,983,730,134,952,686,792,107
81,71,310,689,306,53,676,486,379,946
909,880,652,66,262,774,215,38,648,543
419,34,840,482,264,378,355,751,247,930
554,953,735,805,396,60,790,144,519,100
280,259,566,979,329,759,926,609,585,748
548,709,173,496,29,316,700,84,979,732
695,377,375,754,97,572,411,998,268,291
288,631,628,725,327,382,858,828,401,596
786,702,61,505,228,492,417,373,910,253
734,290,699,433,57,533,411,654,229,606
871,539,781,692,734,832,871,370,773,629
289,568,829,745,221,46,451,768,479,716
200,661,548,10,730,275,49,450,36,768
671,138,916,143,225,661,969,248,408,86
211,627,956,728,341,107,233,24,985,393
747,473,591,328,424,688,508,125,374,702
479,566,900,900,788,956,847,359,421,277
286,57,569,394,935,450,281,886,342,776
762,56,941,579,136,186,352,98,616,190
176,275,902,746,809,197,832,626,362,792
533,542,998,619,995,409,966,309,428,979
595,71,10,780,780,121,125,927,731,301
333,575,606,420,465,714,729,604,616,82
498,605,664,908,251,302,526,927,450,683
775,564,201,143,951,278,221,427,320,400
839,359,959,466,875,271,840,497,62,329
358,451,110,815,860,123,561,543,913,152
102,178,521,820,802,466,161,708,385,121
570,910,921,800,639,753,379,983,10,428
445,921,343,481,584,974,200,852,220,778
187,287,130,413,945,919,946,199,745,966
946,656,516,971,734,784,174,752,555,316
307,74,248,56,645,707,207,349,455,784
920,290,836,184,499,183,771,915,582,302
348,337,373,997,344,83,745,212,923,475
788,450,638,827,746,25,878,904,813,114
247,351,287,97,181,468,275,201,959,908
776,589,952,221,222,852,606,760,508,987
335,300,729,835,162,425,765,414,906,616
651,759,223,800,241,415,939,274,188,827
70,277,164,36,194,968,252,270,647,427
498,506,694,774,679,84,707,944,113,827
414,426,10,533,760,889,496,419,906,655
968,286,952,185,779,738,801,338,987,10
114,251,663,886,856,657,477,431,884,260
228,866,716,586,520,908,951,224,685,357
342,422,671,410,212,426,281,897,988,101
332,855,726,556,821,101,369,531,57,239
58,610,982,618,424,924,762,350,722,63
613,712,146,433,47,131,855,747,139,838
881,448,58,108,578,412,731,414,202,996
619,64,117,749,48,900,823,701,775,695
223,769,461,771,63,231,677,116,891,703
660,422,779,106,932,972,488,911,674,175
543,427,859,625,43,499,746,975,431,844
313,790,988,858,19,38,828,326,736,948
709,330,954,130,564,273,340,826,262,115
484,956,202,860,25,522,45,246,160,343
280,330,764,44,399,921,966,836,926,93
268,442,134,51,160,830,637,939,18,122
333,591,800,320,30,616,749,261,409,268
256,843,524,953,476,162,467,877,797,31
749,622,995,768,369,901,428,734,435,186
840,164,155,966,402,159,431,315,497,82
191,877,69,737,261,292,257,714,503,648
610,829,191,189,803,489,944,850,120,381
880,295,570,698,315,542,204,710,87,855
731,522,192,881,650,59,842,46,536,262
494,925,764,792,507,720,886,724,414,278
893,924,439,158,375,968,352,688,699,500
578,446,728,159,997,377,274,593,803,562
323,331,569,629,26,564,345,11,565,18
164,137,732,94,402,79,832,954,598,807
632,923,403,739,272,277,880,353,953,672
529,26,561,853,169,728,207,416,640,940
405,54,586,673,882,636,560,233,53,341
36,61,47,912,491,86,947,281,225,135
442,524,342,633,373,811,576,487,865,658
637,328,770,647,87,894,320,890,149,62
984,551,820,61,483,231,927,846,817,301
389,914,858,817,403,996,265,231,301,516
504,237,211,765,699,582,936,947,564,629
573,618,883,723,399,959,753,809,741,916
923,129,897,845,372,284,534,156,412,564
559,766,814,297,297,884,733,560,307,983
493,566,796,890,519,101,935,998,364,940
854,440,872,158,360,557,264,937,215,992
380,814,171,556,50,614,266,284,238,477
148,900,127,265,858,708,98,647,234,754
224,666,166,469,162,645,865,535,239,27
605,383,836,186,94,832,343,567,514,198
715,871,665,253,407,663,185,756,997,897
710,982,746,557,563,611,511,380,322,662
72,848,824,67,607,337,852,291,602,292
678,43,794,330,103,660,779,566,853,404
194,61,905,696,547,647,715,655,772,775
643,429,973,374,81,868,508,249,376,755
561,11,12,874,819,526,736,252,649,394
664,123,921,445,193,677,147,453,385,529
291,583,837,710,97,299,59,222,708,589
944,761,945,347,642,658,125,82,278,350
806,697,878,456,241,170,59,953,718,280
30,134,138,136,943,690,981,616,82,342
39,855,310,403,125,904,89,764,59,700
511,495,679,678,606,30,895,412,972,959
800,321,527,912,621,836,942,893,750,868
48,905,384,327,668,459,224,564,95,173
276,274,88,978,710,644,244,824,721,995
658,440,640,604,132,113,353,860,808,373
757,769,411,224,635,766,853,895,498,563
881,783,443,262,730,494,947,451,665,389
324,588,822,959,48,200,838,74,125,716
587,330,957,50,679,382,544,710,925,919
801,400,300,80,443,473,499,116,345,109
995,226,290,224,834,19,774,387,432,539
135,516,868,399,981,938,628,767,563,923
83,921,955,573,159,238,397,667,785,69
753,396,419,791,945,92,200,929,548,294
975,17,718,636,870,486,412,500,840,211
528,945,60,154,81,835,204,544,723,119
915,628,267,652,189,639,741,94,549,177
21,572,710,284,600,588,646,659,512,131
761,139,749,530,916,194,948,33,453,728
716,655,676,248,834,548,393,296,401,818
487,816,406,921,95,325,666,111,476,174
639,528,438,377,917,916,57,109,938,237
55,117,673,801,515,566,850,601,518,485
192,83,562,699,972,367,502,375,547,488
618,694,204,363,718,172,218,675,426,947
126,425,301,231,615,511,501,753,582,127
624,183,545,812,983,881,169,442,964,557
78,535,190,887,239,959,41,24,954,771
621,636,949,792,379,768,923,847,94,729
950,240,893,953,818,375,254,839,29,73
276,207,145,462,38,181,900,339,920,781
182,468,718,189,69,606,58,298,283,397
111,651,658,347,562,468,750,236,468,290
16,53,630,139,343,929,946,424,478,166
569,631,886,755,707,421,814,872,377,21
883,209,218,199,670,913,831,997,706,426
176,939,393,240,710,331,328,512,908,289
233,131,68,770,673,323,80,160,318,844
308,618,272,598,712,815,575,396,30,237
57,195,610,453,230,608,734,165,156,34
778,648,27,469,187,768,127,372,315,118
375,725,17,41,821,136,335,973,748,568
275,482,654,683,415,700,205,348,362,638
410,655,48,446,158,989,927,462,309,348
245,722,745,829,51,803,154,463,954,308
734,477,927,444,835,333,204,215,736,744
17,387,433,576,801,295,319,992,319,750
826,736,344,172,100,157,386,101,158,167
281,634,528,444,204,828,33,340,47,396
228,830,896,300,812,166,207,352,193,94
452,853,236,479,470,556,285,696,529,445
437,762,422,90,375,652,550,723,939,992
955,146,143,915,616,422,549,936,603,520
495,922,766,667,527,280,737,384,130,199
353,323,528,589,426,279,291,284,561,414
399,30,200,451,815,867,402,451,86,570
392,327,902,782,626,871,82,139,49,899
299,875,273,622,83,840,875,639,808,981
296,892,913,115,901,788,744,839,945,834
994,277,776,774,80,282,84,942,105,849
624,661,682,156,137,629,681,666,310,211
639,102,181,485,531,32,429,593,944,570
224,548,276,349,749,315,789,724,849,54
569,189,930,680,868,473,688,658,779,501
99,57,795,496,190,130,636,562,783,132
995,906,497,884,118,102,953,390,584,373
531,717,893,805,273,984,975,796,371,747
860,476,220,936,158,330,165,540,412,506
730,659,103,951,656,820,674,109,766,390
207,247,996,643,582,417,332,245,13,861
898,945,65,856,661,244,947,190,968,234
504,447,216,713,387,414,916,225,52,993
10,925,272,277,638,865,548,430,617,745
453,691,348,127,856,930,741,807,594,331
591,395,996,395,214,101,207,936,361,625
546,177,18,576,660,11,642,124,674,797
168,64,552,368,16,541,898,997,745,844
654,364,92,367,196,951,61,136,931,870
233,45,722,348,853,583,351,513,803,41
788,618,414,178,716,17,820,934,526,189
88,239,647,995,722,178,891,369,230,186
58,468,639,316,586,419,623,369,163,244
804,356,862,167,840,80,103,238,818,231
140,430,425,316,719,926,432,904,703,412
179,122,349,855,485,386,379,360,438,882
644,505,342,297,351,653,370,740,944,548
930,118,462,596,954,247,295,84,277,18
165,724,117,78,914,677,122,280,975,663
208,245,483,324,746,489,375,559,843,334
830,140,670,892,701,498,334,19,343,706
579,493,100,205,461,973,916,996,892,342
923,220,37,31,87,711,706,21,312,943
513,563,321,889,442,807,573,967,710,35
975,632,395,922,710,91,261,398,196,927
556,530,269,527,585,821,362,934,270,218
918,258,186,181,182,858,891,818,445,59
154,349,778,860,740,735,838,636,213,145
100,662,227,258,966,372,244,184,348,497
590,314,702,580,618,797,859,236,112,205
912,183,288,316,844,395,949,906,97,719
915,307,600,76,324,267,515,57,145,28
619,542,662,922,989,589,152,58,170,817
467,948,929,879,409,173,934,99,971,296
427,404,455,795,572,908,21,950,179,695
210,392,41,972,825,65,666,373,150,992
907,711,883,240,321,331,84,99,218,936
736,416,217,608,159,578,604,626,193,717
121,605,818,504,678,501,567,64,57,48
169,584,726,838,707,478,193,701,207,365
488,547,777,482,963,871,827,303,607,633
445,917,665,745,568,936,943,152,510,319
645,979,404,471,608,298,251,449,515,232
927,459,789,708,159,623,497,268,596,695
601,649,937,899,568,502,402,963,523,662
956,355,19,715,197,54,880,964,661,925
239,461,297,803,104,733,168,518,865,951
452,732,240,795,135,859,358,384,763,483
913,363,165,28,985,979,193,910,390,172
935,347,571,741,76,742,557,159,495,949
597,650,420,83,997,172,764,824,949,342
795,41,470,966,663,510,562,785,113,86
639,382,650,882,882,13,678,880,143,135
228,171,811,503,129,339,622,776,846,323
59,573,991,957,820,401,709,998,284,647
21,287,958,286,989,812,602,570,287,996
884,161,762,753,581,428,692,822,315,510
997,957,129,752,303,238,553,167,475,674
594,856,767,292,404,993,336,334,851,923
87,277,233,547,752,134,939,600,705,761
339,460,556,836,867,401,919,378,131,118
134,75,512,668,949,557,438,307,743,939
804,17,348,623,616,807,432,289,556,931
898,28,743,75,179,770,176,998,711,724
855,287,644,124,827,326,753,492,595,257
417,373,36,402,667,171,535,492,974,659
41,773,683,470,156,73,437,445,344,761
334,940,184,377,330,475,990,246,593,325
200,526,113,631,111,680,492,919,734,45
370,69,444,486,403,245,703,295,235,806
195,702,887,132,896,180,513,577,171,546
964,434,290,175,453,689,151,654,138,758
653,370,403,403,447,461,475,61,911,350
16,427,846,583,418,933,414,621,521,267
108,251,269,855,970,819,672,347,294,146
676,375,234,983,693,814,418,710,528,547
177,598,537,799,450,652,706,568,203,805
32,489,793,675,195,14,952,755,382,560
367,361,98,731,436,242,77,128,95,464
943,716,649,900,386,155,540,416,594,819
629,759,558,662,672,358,510,757,846,720
282,465,529,358,420,329,846,645,144,654
345,889,26,870,618,185,127,190,805,307
291,240,301,505,631,940,882,306,692,160
387,346,915,940,745,100,511,836,215,661
380,637,379,318,119,660,807,990,806,860
105,698,110,594,102,144,697,712,885,938
278,47,630,87,330,180,753,942,559,62
802,756,626,509,361,433,377,953,636,458
402,39,886,309,16,559,150,438,499,646
312,549,394,821,470,120,219,623,38,900
686,357,409,930,907,602,458,828,145,693
152,138,981,92,796,671,724,599,227,801
377,717,259,376,875,651,893,987,390,456
187,408,815,203,21,314,451,283,798,622
588,620,685,154,559,352,873,405,947,847
837,866,571,744,908,995,444,752,853,87
944,164,830,662,940,256,246,388,633,568
872,283,659,968,938,449,561,644,266,471
922,171,900,905,98,467,981,472,232,948
813,321,616,268,347,228,150,298,438,836
403,409,769,466,458,427,273,962,372,807
756,358,485,948,295,408,165,650,723,615
521,738,751,979,456,249,334,41,51,918
563,381,741,296,317,837,166,813,289,672
140,698,776,250,749,146,449,369,24,218
527,775,621,97,942,157,43,459,64,888
665,544,555,71,66,961,710,660,615,513
35,148,292,418,782,767,909,824,865,806
857,446,975,649,579,237,697,668,591,800
941,440,743,277,256,663,787,335,533,840
692,129,968,529,987,672,489,378,128,38
140,879,884,427,940,304,88,635,29,326
676,250,892,889,488,260,82,385,69,173
31,125,896,351,361,721,794,163,783,779
958,59,725,545,773,371,866,118,91,196
23,752,889,203,778,427,797,454,868,808
330,75,35,584,463,308,892,346,703,372
252,318,757,356,380,194,790,899,221,908
270,867,709,47,296,490,337,912,555,133
343,459,243,755,381,37,887,878,32,961
489,934,393,724,473,87,784,923,565,733
792,648,864,318,293,576,605,819,135,717
861,374,50,510,449,546,881,378,968,526
312,662,850,720,765,550,162,776,653,916
758,171,146,130,30,177,965,647,348,65
933,874,858,995,821,83,197,732,687,686
388,146,219,77,24,773,282,967,18,307
721,284,994,707,16,689,740,243,985,723
491,544,323,285,964,379,904,276,867,993
945,753,145,960,859,994,347,786,141,342
134,100,562,808,599,232,22,56,478,744
930,890,124,830,693,913,197,641,419,905
245,396,754,430,883,314,492,35,796,99
128,64,586,179,71,534,125,733,185,239
957,477,454,170,81,511,822,866,90,519
438,706,214,993,888,491,240,974,714,470
774,230,58,809,344,215,805,360,349,327
791,810,845,770,756,36,200,696,96,543
473,767,446,832,567,623,496,218,382,824
861,603,935,896,292,782,143,910,676,843
674,969,560,762,943,797,35,261,551,823
281,345,826,917,94,172,77,852,176,88
911,169,183,749,17,725,160,82,137,635
833,796,53,37,92,570,799,331,410,83
291,452,615,685,176,17,509,579,752,383
201,61,623,16,274,959,954,753,28,685
391,968,14,367,508,133,177,850,807,571
880,722,899,307,256,183,999,557,643,846
550,743,618,744,243,328,598,109,133,868
377,320,167,755,505,592,998,381,580,672
50,948,990,952,174,221,505,83,382,376
897,466,547,110,47,168,57,792,825,363
173,81,52,573,424,76,885,577,888,58
229,815,401,244,495,690,669,78,886,588
786,368,573,428,580,71,492,749,437,758
585,553,499,379,551,932,94,841,901,174
894,204,551,284,873,155,195,848,426,613
971,78,680,520,109,597,702,209,794,550
828,361,389,337,379,847,325,675,78,275
697,498,36,284,492,870,372,227,322,795
804,606,533,531,135,333,399,745,251,342
873,282,614,570,799,689,394,426,60,508
547,647,876,180,404,158,109,665,50,170
282,910,804,832,584,142,249,359,991,406
456,23,752,209,248,979,813,316,533,791
152,57,851,275,21,35,621,707,410,306
491,413,439,15,694,831,568,63,881,298
813,975,532,288,581,722,730,522,57,275
719,335,314,184,356,815,394,104,533,20
25,55,681,141,394,158,217,890,740,264
675,30,644,227,572,959,557,635,192,747
444,192,233,714,351,428,641,151,219,481
943,976,165,347,733,856,92,997,651,270
249,829,540,65,671,816,507,132,971,585
483,711,314,732,237,182,715,576,938,519
456,237,847,927,998,512,622,744,546,479
351,211,510,438,689,846,943,584,151,786
